plan_entry_id,phase,block,task_id,variant,repetition,model,admission_slot,worker_lane,wall_seconds,max_api_requests,token_ceiling,execution_status,fixture_binding
skill-comparative-native-teleport-v1-v03-r03-gpt-5.6-luna,skill-comparative,skill-comparative-native-teleport-v1-v03-r03,native-teleport-v1,3,3,gpt-5.6-luna,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r04-gpt-5.6-sol,skill-comparative,skill-comparative-native-teleport-v1-v03-r04,native-teleport-v1,3,4,gpt-5.6-sol,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r04-gpt-5.6-terra,skill-comparative,skill-comparative-native-teleport-v1-v03-r04,native-teleport-v1,3,4,gpt-5.6-terra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r04-gpt-5.6-luna,skill-comparative,skill-comparative-native-teleport-v1-v03-r04,native-teleport-v1,3,4,gpt-5.6-luna,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r04-gpt-6-astra,skill-comparative,skill-comparative-native-teleport-v1-v03-r04,native-teleport-v1,3,4,gpt-6-astra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r05-gpt-5.6-terra,skill-comparative,skill-comparative-native-teleport-v1-v03-r05,native-teleport-v1,3,5,gpt-5.6-terra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r05-gpt-5.6-luna,skill-comparative,skill-comparative-native-teleport-v1-v03-r05,native-teleport-v1,3,5,gpt-5.6-luna,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r05-gpt-6-astra,skill-comparative,skill-comparative-native-teleport-v1-v03-r05,native-teleport-v1,3,5,gpt-6-astra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r05-gpt-5.6-sol,skill-comparative,skill-comparative-native-teleport-v1-v03-r05,native-teleport-v1,3,5,gpt-5.6-sol,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r06-gpt-5.6-luna,skill-comparative,skill-comparative-native-teleport-v1-v03-r06,native-teleport-v1,3,6,gpt-5.6-luna,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r06-gpt-6-astra,skill-comparative,skill-comparative-native-teleport-v1-v03-r06,native-teleport-v1,3,6,gpt-6-astra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r06-gpt-5.6-sol,skill-comparative,skill-comparative-native-teleport-v1-v03-r06,native-teleport-v1,3,6,gpt-5.6-sol,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r06-gpt-5.6-terra,skill-comparative,skill-comparative-native-teleport-v1-v03-r06,native-teleport-v1,3,6,gpt-5.6-terra,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r07-gpt-6-astra,skill-comparative,skill-comparative-native-teleport-v1-v03-r07,native-teleport-v1,3,7,gpt-6-astra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r07-gpt-5.6-sol,skill-comparative,skill-comparative-native-teleport-v1-v03-r07,native-teleport-v1,3,7,gpt-5.6-sol,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r07-gpt-5.6-terra,skill-comparative,skill-comparative-native-teleport-v1-v03-r07,native-teleport-v1,3,7,gpt-5.6-terra,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r07-gpt-5.6-luna,skill-comparative,skill-comparative-native-teleport-v1-v03-r07,native-teleport-v1,3,7,gpt-5.6-luna,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r08-gpt-5.6-sol,skill-comparative,skill-comparative-native-teleport-v1-v03-r08,native-teleport-v1,3,8,gpt-5.6-sol,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r08-gpt-5.6-terra,skill-comparative,skill-comparative-native-teleport-v1-v03-r08,native-teleport-v1,3,8,gpt-5.6-terra,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r08-gpt-5.6-luna,skill-comparative,skill-comparative-native-teleport-v1-v03-r08,native-teleport-v1,3,8,gpt-5.6-luna,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-native-teleport-v1-v03-r08-gpt-6-astra,skill-comparative,skill-comparative-native-teleport-v1-v03-r08,native-teleport-v1,3,8,gpt-6-astra,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r01-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r01,potion-use-v1,1,1,gpt-6-astra,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r01-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r01,potion-use-v1,1,1,gpt-5.6-sol,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r01-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r01,potion-use-v1,1,1,gpt-5.6-terra,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r01-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r01,potion-use-v1,1,1,gpt-5.6-luna,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r02-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r02,potion-use-v1,1,2,gpt-5.6-sol,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r02-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r02,potion-use-v1,1,2,gpt-5.6-terra,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r02-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r02,potion-use-v1,1,2,gpt-5.6-luna,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r02-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r02,potion-use-v1,1,2,gpt-6-astra,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r03-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r03,potion-use-v1,1,3,gpt-5.6-terra,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r03-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r03,potion-use-v1,1,3,gpt-5.6-luna,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r03-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r03,potion-use-v1,1,3,gpt-6-astra,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r03-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r03,potion-use-v1,1,3,gpt-5.6-sol,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r04-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r04,potion-use-v1,1,4,gpt-5.6-luna,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r04-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r04,potion-use-v1,1,4,gpt-6-astra,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r04-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r04,potion-use-v1,1,4,gpt-5.6-sol,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r04-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r04,potion-use-v1,1,4,gpt-5.6-terra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r05-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r05,potion-use-v1,1,5,gpt-6-astra,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r05-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r05,potion-use-v1,1,5,gpt-5.6-sol,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r05-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r05,potion-use-v1,1,5,gpt-5.6-terra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r05-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r05,potion-use-v1,1,5,gpt-5.6-luna,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r06-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r06,potion-use-v1,1,6,gpt-5.6-sol,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r06-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r06,potion-use-v1,1,6,gpt-5.6-terra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r06-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r06,potion-use-v1,1,6,gpt-5.6-luna,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r06-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r06,potion-use-v1,1,6,gpt-6-astra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r07-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r07,potion-use-v1,1,7,gpt-5.6-terra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r07-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r07,potion-use-v1,1,7,gpt-5.6-luna,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r07-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r07,potion-use-v1,1,7,gpt-6-astra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r07-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r07,potion-use-v1,1,7,gpt-5.6-sol,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r08-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v01-r08,potion-use-v1,1,8,gpt-5.6-luna,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r08-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v01-r08,potion-use-v1,1,8,gpt-6-astra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r08-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v01-r08,potion-use-v1,1,8,gpt-5.6-sol,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v01-r08-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v01-r08,potion-use-v1,1,8,gpt-5.6-terra,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r01-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r01,potion-use-v1,2,1,gpt-5.6-sol,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r01-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r01,potion-use-v1,2,1,gpt-5.6-terra,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r01-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r01,potion-use-v1,2,1,gpt-5.6-luna,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r01-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r01,potion-use-v1,2,1,gpt-6-astra,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r02-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r02,potion-use-v1,2,2,gpt-5.6-terra,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r02-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r02,potion-use-v1,2,2,gpt-5.6-luna,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r02-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r02,potion-use-v1,2,2,gpt-6-astra,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r02-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r02,potion-use-v1,2,2,gpt-5.6-sol,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r03-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r03,potion-use-v1,2,3,gpt-5.6-luna,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r03-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r03,potion-use-v1,2,3,gpt-6-astra,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r03-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r03,potion-use-v1,2,3,gpt-5.6-sol,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r03-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r03,potion-use-v1,2,3,gpt-5.6-terra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r04-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r04,potion-use-v1,2,4,gpt-6-astra,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r04-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r04,potion-use-v1,2,4,gpt-5.6-sol,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r04-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r04,potion-use-v1,2,4,gpt-5.6-terra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r04-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r04,potion-use-v1,2,4,gpt-5.6-luna,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r05-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r05,potion-use-v1,2,5,gpt-5.6-sol,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r05-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r05,potion-use-v1,2,5,gpt-5.6-terra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r05-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r05,potion-use-v1,2,5,gpt-5.6-luna,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r05-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r05,potion-use-v1,2,5,gpt-6-astra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r06-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r06,potion-use-v1,2,6,gpt-5.6-terra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r06-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r06,potion-use-v1,2,6,gpt-5.6-luna,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r06-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r06,potion-use-v1,2,6,gpt-6-astra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r06-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r06,potion-use-v1,2,6,gpt-5.6-sol,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r07-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r07,potion-use-v1,2,7,gpt-5.6-luna,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r07-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r07,potion-use-v1,2,7,gpt-6-astra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r07-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r07,potion-use-v1,2,7,gpt-5.6-sol,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r07-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r07,potion-use-v1,2,7,gpt-5.6-terra,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r08-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v02-r08,potion-use-v1,2,8,gpt-6-astra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r08-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v02-r08,potion-use-v1,2,8,gpt-5.6-sol,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r08-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v02-r08,potion-use-v1,2,8,gpt-5.6-terra,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v02-r08-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v02-r08,potion-use-v1,2,8,gpt-5.6-luna,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r01-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r01,potion-use-v1,3,1,gpt-5.6-terra,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r01-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r01,potion-use-v1,3,1,gpt-5.6-luna,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r01-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r01,potion-use-v1,3,1,gpt-6-astra,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r01-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r01,potion-use-v1,3,1,gpt-5.6-sol,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r02-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r02,potion-use-v1,3,2,gpt-5.6-luna,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r02-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r02,potion-use-v1,3,2,gpt-6-astra,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r02-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r02,potion-use-v1,3,2,gpt-5.6-sol,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r02-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r02,potion-use-v1,3,2,gpt-5.6-terra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r03-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r03,potion-use-v1,3,3,gpt-6-astra,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r03-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r03,potion-use-v1,3,3,gpt-5.6-sol,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r03-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r03,potion-use-v1,3,3,gpt-5.6-terra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r03-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r03,potion-use-v1,3,3,gpt-5.6-luna,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r04-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r04,potion-use-v1,3,4,gpt-5.6-sol,1,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r04-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r04,potion-use-v1,3,4,gpt-5.6-terra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r04-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r04,potion-use-v1,3,4,gpt-5.6-luna,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r04-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r04,potion-use-v1,3,4,gpt-6-astra,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r05-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r05,potion-use-v1,3,5,gpt-5.6-terra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r05-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r05,potion-use-v1,3,5,gpt-5.6-luna,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r05-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r05,potion-use-v1,3,5,gpt-6-astra,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r05-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r05,potion-use-v1,3,5,gpt-5.6-sol,4,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r06-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r06,potion-use-v1,3,6,gpt-5.6-luna,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r06-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r06,potion-use-v1,3,6,gpt-6-astra,2,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r06-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r06,potion-use-v1,3,6,gpt-5.6-sol,3,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r06-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r06,potion-use-v1,3,6,gpt-5.6-terra,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r07-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r07,potion-use-v1,3,7,gpt-6-astra,1,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r07-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r07,potion-use-v1,3,7,gpt-5.6-sol,2,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r07-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r07,potion-use-v1,3,7,gpt-5.6-terra,3,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r07-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r07,potion-use-v1,3,7,gpt-5.6-luna,4,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r08-gpt-5.6-sol,skill-comparative,skill-comparative-potion-use-v1-v03-r08,potion-use-v1,3,8,gpt-5.6-sol,1,B,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r08-gpt-5.6-terra,skill-comparative,skill-comparative-potion-use-v1-v03-r08,potion-use-v1,3,8,gpt-5.6-terra,2,C,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r08-gpt-5.6-luna,skill-comparative,skill-comparative-potion-use-v1-v03-r08,potion-use-v1,3,8,gpt-5.6-luna,3,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-potion-use-v1-v03-r08-gpt-6-astra,skill-comparative,skill-comparative-potion-use-v1-v03-r08,potion-use-v1,3,8,gpt-6-astra,4,A,120,4,96000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r01-gpt-6-astra,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r01,buff-upkeep-v1,1,1,gpt-6-astra,1,A,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r01-gpt-5.6-sol,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r01,buff-upkeep-v1,1,1,gpt-5.6-sol,2,B,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r01-gpt-5.6-terra,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r01,buff-upkeep-v1,1,1,gpt-5.6-terra,3,C,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r01-gpt-5.6-luna,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r01,buff-upkeep-v1,1,1,gpt-5.6-luna,4,A,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r02-gpt-5.6-sol,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r02,buff-upkeep-v1,1,2,gpt-5.6-sol,1,C,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r02-gpt-5.6-terra,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r02,buff-upkeep-v1,1,2,gpt-5.6-terra,2,A,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r02-gpt-5.6-luna,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r02,buff-upkeep-v1,1,2,gpt-5.6-luna,3,B,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r02-gpt-6-astra,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r02,buff-upkeep-v1,1,2,gpt-6-astra,4,B,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r03-gpt-5.6-terra,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r03,buff-upkeep-v1,1,3,gpt-5.6-terra,1,B,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r03-gpt-5.6-luna,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r03,buff-upkeep-v1,1,3,gpt-5.6-luna,2,C,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r03-gpt-6-astra,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r03,buff-upkeep-v1,1,3,gpt-6-astra,3,C,300,12,240000,not_authorized,UNBOUND
skill-comparative-buff-upkeep-v1-v01-r03-gpt-5.6-sol,skill-comparative,skill-comparative-buff-upkeep-v1-v01-r03,buff-upkeep-v1,1,3,gpt-5.6-sol,4,A,300,12,240000,not_authorized,UNBOUND
